,date,convenience_store,store,address,city,zipcode,store_location,county_number,county,category,category_name,vendor_no,vendor,item,description,pack,liter_size,state_btl_cost,btl_price,bottle_qty,total
0,2015-02-19,,2190,1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.605570335000039, -93.619826836999948)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,6,267.48
1,2015-02-09,,2190,1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.605570335000039, -93.619826836999948)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,5,222.9
2,2014-10-30,,2190,1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.605570335000039, -93.619826836999948)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,6,267.48
3,2014-02-27,,2190,1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.605570335000039, -93.619826836999948)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
4,2014-02-25,,2190,1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.605570335000039, -93.619826836999948)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
5,2014-06-16,,2190,1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.605570335000039, -93.619826836999948)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,5,222.9
6,2014-01-30,,2190,1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.605570335000039, -93.619826836999948)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
7,2014-11-03,,2190,1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.605570335000039, -93.619826836999948)",77,Polk,1012210.0,SINGLE MALT SCOTCH,391,Anchor Distilling (PREISS IMPORTS),904723,Glendronach 18yo,1,750,73.25,109.88,1,109.88
8,2015-01-28,,2200,619 E MAIN ST,SAC CITY,50583,"619 E MAIN ST
SAC CITY 50583
(42.421357053000065, -94.974010318999945)",81,Sac,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
9,2014-03-19,,2200,619 E MAIN ST,SAC CITY,50583,"619 E MAIN ST
SAC CITY 50583
(42.421357053000065, -94.974010318999945)",81,Sac,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
10,2014-08-20,,2200,619 E MAIN ST,SAC CITY,50583,"619 E MAIN ST
SAC CITY 50583
(42.421357053000065, -94.974010318999945)",81,Sac,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
11,2014-12-03,,2200,619 E MAIN ST,SAC CITY,50583,"619 E MAIN ST
SAC CITY 50583
(42.421357053000065, -94.974010318999945)",81,Sac,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
12,2014-02-26,,2200,619 E MAIN ST,SAC CITY,50583,"619 E MAIN ST
SAC CITY 50583
(42.421357053000065, -94.974010318999945)",81,Sac,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
13,2014-04-09,,2200,619 E MAIN ST,SAC CITY,50583,"619 E MAIN ST
SAC CITY 50583
(42.421357053000065, -94.974010318999945)",81,Sac,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
14,2014-02-05,,2200,619 E MAIN ST,SAC CITY,50583,"619 E MAIN ST
SAC CITY 50583
(42.421357053000065, -94.974010318999945)",81,Sac,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
15,2014-03-18,,2205,900 E WASHINGTON,CLARINDA,51632,"900 E WASHINGTON
CLARINDA 51632
(40.739251978000027, -95.02742809199998)",73,Page,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
16,2014-01-07,,2228,53 GREEN ST,WINTERSET,50273,"53 GREEN ST
WINTERSET 50273
(41.336418044000027, -94.014310515999966)",61,Madison,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
17,2015-02-03,,2228,53 GREEN ST,WINTERSET,50273,"53 GREEN ST
WINTERSET 50273
(41.336418044000027, -94.014310515999966)",61,Madison,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
18,2015-01-13,,2228,53 GREEN ST,WINTERSET,50273,"53 GREEN ST
WINTERSET 50273
(41.336418044000027, -94.014310515999966)",61,Madison,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
19,2014-04-29,,2228,53 GREEN ST,WINTERSET,50273,"53 GREEN ST
WINTERSET 50273
(41.336418044000027, -94.014310515999966)",61,Madison,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
20,2014-02-25,,2228,53 GREEN ST,WINTERSET,50273,"53 GREEN ST
WINTERSET 50273
(41.336418044000027, -94.014310515999966)",61,Madison,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
21,2014-01-28,,2228,53 GREEN ST,WINTERSET,50273,"53 GREEN ST
WINTERSET 50273
(41.336418044000027, -94.014310515999966)",61,Madison,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
22,2014-11-22,,2233,2508 ENTERPRISE AVE,SPIRIT LAKE,51360,"2508 ENTERPRISE AVE
SPIRIT LAKE 51360
(43.41706203800004, -95.126825457999985)",30,Dickinson,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
23,2014-06-24,,2233,2508 ENTERPRISE AVE,SPIRIT LAKE,51360,"2508 ENTERPRISE AVE
SPIRIT LAKE 51360
(43.41706203800004, -95.126825457999985)",30,Dickinson,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
24,2014-03-27,,2248,3500 INGERSOLL AVE,DES MOINES,50312,"3500 INGERSOLL AVE
DES MOINES 50312
(41.586306757000045, -93.664299089999986)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
25,2014-09-04,,2248,3500 INGERSOLL AVE,DES MOINES,50312,"3500 INGERSOLL AVE
DES MOINES 50312
(41.586306757000045, -93.664299089999986)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
26,2014-11-25,,2248,3500 INGERSOLL AVE,DES MOINES,50312,"3500 INGERSOLL AVE
DES MOINES 50312
(41.586306757000045, -93.664299089999986)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
27,2014-07-17,,2248,3500 INGERSOLL AVE,DES MOINES,50312,"3500 INGERSOLL AVE
DES MOINES 50312
(41.586306757000045, -93.664299089999986)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
28,2014-04-17,,2248,3500 INGERSOLL AVE,DES MOINES,50312,"3500 INGERSOLL AVE
DES MOINES 50312
(41.586306757000045, -93.664299089999986)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
29,2014-06-26,,2248,3500 INGERSOLL AVE,DES MOINES,50312,"3500 INGERSOLL AVE
DES MOINES 50312
(41.586306757000045, -93.664299089999986)",77,Polk,1052010.0,IMPORTED GRAPE BRANDIES,446,Stephen Augustus Imports,901395,Calvados Morin 1973,1,750,139.0,208.5,3,625.5
30,2015-02-11,,2285,401 EAST MARKET ST,IOWA CITY,52240,"401 EAST MARKET ST
IOWA CITY 52240
(41.663580847000048, -91.530031378999979)",52,Johnson,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
31,2014-08-27,,2285,401 EAST MARKET ST,IOWA CITY,52240,"401 EAST MARKET ST
IOWA CITY 52240
(41.663580847000048, -91.530031378999979)",52,Johnson,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,3,133.74
32,2014-08-14,,2285,401 EAST MARKET ST,IOWA CITY,52240,"401 EAST MARKET ST
IOWA CITY 52240
(41.663580847000048, -91.530031378999979)",52,Johnson,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
33,2014-04-17,,2285,401 EAST MARKET ST,IOWA CITY,52240,"401 EAST MARKET ST
IOWA CITY 52240
(41.663580847000048, -91.530031378999979)",52,Johnson,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
34,2015-01-21,,2290,215 WEST MILWAUKEE,STORM LAKE,50588,"215 WEST MILWAUKEE
STORM LAKE 50588
(42.647486598000057, -95.202631096999937)",11,Buena Vista,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
35,2014-03-19,,2290,215 WEST MILWAUKEE,STORM LAKE,50588,"215 WEST MILWAUKEE
STORM LAKE 50588
(42.647486598000057, -95.202631096999937)",11,Buena Vista,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
36,2014-12-03,,2290,215 WEST MILWAUKEE,STORM LAKE,50588,"215 WEST MILWAUKEE
STORM LAKE 50588
(42.647486598000057, -95.202631096999937)",11,Buena Vista,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
37,2014-03-18,,2353,708 2ND AVE SE,CRESCO,52136,"708 2ND AVE SE
CRESCO 52136
(43.371136862000071, -92.106470600999955)",45,Howard,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
38,2014-03-18,,2353,708 2ND AVE SE,CRESCO,52136,"708 2ND AVE SE
CRESCO 52136
(43.371136862000071, -92.106470600999955)",45,Howard,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
39,2014-04-01,,2353,708 2ND AVE SE,CRESCO,52136,"708 2ND AVE SE
CRESCO 52136
(43.371136862000071, -92.106470600999955)",45,Howard,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
40,2014-02-11,,2353,708 2ND AVE SE,CRESCO,52136,"708 2ND AVE SE
CRESCO 52136
(43.371136862000071, -92.106470600999955)",45,Howard,1012210.0,SINGLE MALT SCOTCH,391,Anchor Distilling (PREISS IMPORTS),904612,Glendronach 15yo,1,750,52.25,78.38,3,235.14
41,2014-06-30,,2367,101 SOUTH BURNETT,SHENANDOAH,51601,"101 SOUTH BURNETT
SHENANDOAH 51601
(40.765802103000055, -95.381872838999982)",73,Page,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
42,2015-02-02,,2460,721 CENTRAL AVENUE WEST,HAMPTON,50441,"721 CENTRAL AVENUE WEST
HAMPTON 50441
(42.741766296000037, -93.216930347999948)",35,Franklin,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
43,2015-01-05,,2460,721 CENTRAL AVENUE WEST,HAMPTON,50441,"721 CENTRAL AVENUE WEST
HAMPTON 50441
(42.741766296000037, -93.216930347999948)",35,Franklin,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
44,2014-12-01,,2460,721 CENTRAL AVENUE WEST,HAMPTON,50441,"721 CENTRAL AVENUE WEST
HAMPTON 50441
(42.741766296000037, -93.216930347999948)",35,Franklin,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
45,2014-11-21,,2460,721 CENTRAL AVENUE WEST,HAMPTON,50441,"721 CENTRAL AVENUE WEST
HAMPTON 50441
(42.741766296000037, -93.216930347999948)",35,Franklin,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
46,2014-06-16,,2460,721 CENTRAL AVENUE WEST,HAMPTON,50441,"721 CENTRAL AVENUE WEST
HAMPTON 50441
(42.741766296000037, -93.216930347999948)",35,Franklin,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
47,2014-01-27,,2460,721 CENTRAL AVENUE WEST,HAMPTON,50441,"721 CENTRAL AVENUE WEST
HAMPTON 50441
(42.741766296000037, -93.216930347999948)",35,Franklin,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
48,2014-10-08,,2465,2727 DODGE ST,DUBUQUE,52003,"2727 DODGE ST
DUBUQUE 52003
(42.49202676200008, -90.706940876999965)",31,Dubuque,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
49,2015-02-16,,2487,402 EAST MAIN,ANAMOSA,52205,"402 EAST MAIN
ANAMOSA 52205
(42.108299529000078, -91.281794926999964)",53,Jones,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
50,2014-07-31,,2487,402 EAST MAIN,ANAMOSA,52205,"402 EAST MAIN
ANAMOSA 52205
(42.108299529000078, -91.281794926999964)",53,Jones,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
51,2014-05-01,,2487,402 EAST MAIN,ANAMOSA,52205,"402 EAST MAIN
ANAMOSA 52205
(42.108299529000078, -91.281794926999964)",53,Jones,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
52,2014-01-16,,2487,402 EAST MAIN,ANAMOSA,52205,"402 EAST MAIN
ANAMOSA 52205
(42.108299529000078, -91.281794926999964)",53,Jones,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
53,2015-02-04,,2500,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.022836606000055, -93.669051489999958)",85,Story,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
54,2014-03-26,,2500,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.022836606000055, -93.669051489999958)",85,Story,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
55,2015-01-14,,2500,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.022836606000055, -93.669051489999958)",85,Story,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
56,2014-05-14,,2500,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.022836606000055, -93.669051489999958)",85,Story,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
57,2014-08-27,,2500,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.022836606000055, -93.669051489999958)",85,Story,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,5,222.9
58,2014-04-30,,2500,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.022836606000055, -93.669051489999958)",85,Story,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,3,133.74
59,2014-10-22,,2500,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.022836606000055, -93.669051489999958)",85,Story,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
60,2014-10-15,,2500,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.022836606000055, -93.669051489999958)",85,Story,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
61,2014-04-16,,2500,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.022836606000055, -93.669051489999958)",85,Story,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
62,2014-07-23,,2501,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1031200.0,FLAVORED VODKA,380,Phillips Beverage Company,42141,UV Sugar Crush Mini,1,3000,29.3,43.95,2,87.9
63,2014-09-24,,2501,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1031200.0,FLAVORED VODKA,380,Phillips Beverage Company,42141,UV Sugar Crush Mini,1,3000,29.3,43.95,1,43.95
64,2015-02-25,,2501,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,3,133.74
65,2015-01-28,,2501,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,3,133.74
66,2014-03-26,,2501,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
67,2014-05-14,,2501,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
68,2014-06-18,,2501,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
69,2014-09-24,,2501,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,5,222.9
70,2014-04-09,,2501,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
71,2014-02-05,,2501,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
72,2014-01-29,,2501,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
73,2015-02-04,,2502,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
(41.734592751000037, -93.600481536999951)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,4,178.32
74,2015-01-14,,2502,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
(41.734592751000037, -93.600481536999951)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,8,356.64
75,2014-08-20,,2502,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
(41.734592751000037, -93.600481536999951)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,6,267.48
76,2014-12-03,,2502,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
(41.734592751000037, -93.600481536999951)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,12,534.96
77,2014-08-13,,2502,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
(41.734592751000037, -93.600481536999951)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,8,356.64
78,2014-11-12,,2502,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
(41.734592751000037, -93.600481536999951)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,10,445.8
79,2014-04-30,,2502,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
(41.734592751000037, -93.600481536999951)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,8,356.64
80,2014-02-26,,2502,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
(41.734592751000037, -93.600481536999951)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,6,267.48
81,2014-04-16,,2502,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
(41.734592751000037, -93.600481536999951)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,4,178.32
82,2014-04-16,,2502,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
(41.734592751000037, -93.600481536999951)",77,Polk,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,4,178.32
83,2014-11-12,,2502,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
(41.734592751000037, -93.600481536999951)",77,Polk,1701100.0,DECANTERS & SPECIALTY PACKAGES,421,Sazerac Co. Inc.,935863,Clix Vodka HA,1,750,155.99,233.99,1,233.99
84,2014-05-21,,2505,1111  8TH ST,BOONE,50036,"1111 8TH ST
BOONE 50036
(42.063838574000044, -93.875920317999942)",8,Boone,1081600.0,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
